gameId,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueRiftHeralds,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redRiftHeralds,blueWins,blueKd/a,redKd/a,D_'AIR_DRAGON'_None_,D_'EARTH_DRAGON'_None_,D_'FIRE_DRAGON'_None_,D_'WATER_DRAGON'_None_,D__None_'AIR_DRAGON',D__None_'EARTH_DRAGON',D__None_'FIRE_DRAGON',D__None_'WATER_DRAGON',D__None__None_,T_'BOT_LANE'_None_,T_'MID_LANE'_None_,T_'TOP_LANE'_None_,T__None_'BOT_LANE',T__None_'MID_LANE',T__None_'TOP_LANE',T__None__None_
4204710612,19975,3374,35,7.0,216,38,0,13,6,22,23,5,1,0,1,0,0,1,0,0,16466,2496,34,6.8,185,49,0,6,13,7,21,5,0,0,0,0,0,0,0,0,1,5.833333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4153551749,15892,4012,36,7.2,215,57,0,5,4,4,20,4,0,0,0,0,0,0,0,0,15415,2630,33,6.6,242,56,0,4,5,2,22,2,0,0,0,0,0,0,0,0,1,2.25,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4139787761,16270,2485,35,7.0,227,56,0,5,6,7,18,7,0,0,0,0,0,0,0,0,17872,2392,36,7.2,259,60,0,6,5,12,62,3,0,0,0,0,0,0,0,0,0,2.0,3.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4202227127,16605,3290,34,6.8,194,28,0,8,10,11,26,2,0,0,0,0,0,0,0,0,18608,4483,37,7.4,200,52,0,10,8,4,16,1,1,0,1,0,1,0,0,0,0,1.9,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4189344068,14980,665,33,6.6,199,56,0,4,13,2,30,2,0,0,0,0,0,0,0,1,19001,3116,36,7.2,214,59,0,13,4,11,17,4,0,0,0,0,0,0,0,0,0,0.46153846153846156,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4236884228,34799,5764,55,11.0,126,0,0,25,15,73,93,0,1,0,2,2,0,0,0,0,32349,2596,53,10.6,126,0,0,15,25,32,0,0,0,0,0,0,0,0,0,0,0,6.533333333333333,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4151936099,20538,2993,38,7.6,250,61,0,12,3,14,42,7,0,0,0,0,0,0,0,0,14737,1130,33,6.6,224,40,0,3,12,3,20,7,0,0,0,0,0,0,0,0,1,8.666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4241906972,15786,3601,34,6.8,219,50,0,5,7,5,18,11,0,0,0,0,0,0,0,0,16059,3599,34,6.8,211,32,0,7,5,9,22,7,0,0,0,0,0,0,0,0,0,1.4285714285714286,3.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4252608273,17728,4753,34,6.8,196,64,0,8,8,9,18,2,0,0,0,0,0,0,0,0,15471,2121,32,6.4,163,40,0,8,8,5,15,4,0,0,0,0,0,0,0,0,1,2.125,1.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4200062351,17425,3680,33,6.6,201,44,0,10,7,15,16,7,0,0,0,0,0,0,0,0,16700,1800,33,6.6,222,34,0,7,10,9,17,2,0,0,0,0,0,0,0,0,0,3.5714285714285716,1.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4214673652,15204,2204,33,6.6,155,20,0,6,18,3,18,3,0,0,0,0,0,0,0,0,22277,1537,39,7.8,258,43,0,18,6,21,15,1,1,0,1,0,0,1,0,1,0,0.5,6.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4225149971,19744,4244,37,7.4,223,65,0,12,3,11,17,6,0,0,0,0,0,0,0,0,14964,4104,33,6.6,218,52,0,3,12,1,20,4,0,0,0,0,0,0,0,0,1,7.666666666666667,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4020267803,15683,1458,33,6.6,234,40,0,5,6,5,20,5,0,0,0,0,0,0,0,0,15729,1614,34,6.8,204,51,0,6,5,5,22,6,0,0,0,0,0,0,0,0,0,1.6666666666666667,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4245699854,16462,3602,36,7.2,210,53,0,7,7,7,46,8,0,0,0,0,0,0,0,0,16739,3474,35,7.0,212,49,0,7,7,13,62,10,0,0,0,0,0,0,0,1,1,2.0,2.857142857142857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4180472590,16317,2962,36,7.2,240,44,0,5,2,11,18,4,0,0,0,0,0,0,0,0,15497,3962,36,7.2,281,48,0,2,5,0,15,7,0,0,0,0,0,0,0,0,0,8.0,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4174740248,16681,2791,33,6.6,206,35,0,9,5,7,23,5,0,0,0,0,0,0,0,0,16596,4561,35,7.0,215,53,0,5,9,5,15,2,0,0,0,0,0,0,0,0,1,3.2,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4197472251,14711,2791,34,6.8,228,56,0,1,6,1,20,1,0,0,0,0,0,0,0,0,16050,3205,34,6.8,212,40,0,6,1,7,17,3,0,0,0,0,0,0,0,0,1,0.3333333333333333,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3969941557,14875,1690,34,6.8,223,48,0,1,9,2,23,1,0,0,0,0,0,0,0,0,18517,3662,38,7.6,236,68,0,9,1,10,13,9,0,0,0,0,0,0,0,0,1,0.3333333333333333,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4148190675,15447,2452,34,6.8,179,54,0,7,8,11,17,4,0,0,0,0,0,0,0,0,18168,3018,36,7.2,248,56,0,8,7,7,20,3,0,0,0,0,0,0,0,0,1,2.25,2.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4200062999,15956,1406,34,6.8,199,68,0,4,7,3,15,3,0,0,0,0,0,0,0,0,17163,4113,36,7.2,195,56,0,7,4,10,16,3,0,0,0,0,0,0,0,0,0,1.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4098997038,19624,2304,37,7.4,222,41,0,14,2,12,18,4,0,0,0,0,0,0,0,0,12991,1546,30,6.0,155,40,0,2,14,1,17,2,0,0,0,0,0,0,0,0,1,13.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4082130319,14705,1870,35,7.0,258,48,0,1,3,1,19,2,0,0,0,0,0,0,0,0,15484,2779,35,7.0,227,64,0,3,1,5,14,5,0,0,0,0,0,0,0,0,0,0.6666666666666666,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4198188653,17517,1847,36,7.2,223,50,0,8,5,14,14,7,0,0,0,0,0,0,0,0,15956,2581,33,6.6,210,51,0,5,8,6,52,4,0,0,0,0,0,0,0,0,1,4.4,1.375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4239999199,32201,3076,55,11.0,119,0,0,18,22,58,0,0,0,0,0,0,0,0,0,0,34353,1483,57,11.4,123,0,0,22,18,54,0,0,1,0,2,2,0,0,0,0,0,3.4545454545454546,4.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4048293868,18832,4092,36,7.2,263,44,0,11,6,14,21,7,0,0,0,0,0,0,0,0,16710,1625,35,7.0,216,60,0,6,11,5,21,7,0,0,0,0,0,0,0,0,1,4.166666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4157402474,17780,3385,35,7.0,236,65,0,7,5,10,17,7,0,0,0,0,0,0,0,1,15872,2622,34,6.8,210,44,0,5,7,10,19,3,0,0,0,0,0,0,0,0,1,3.4,2.142857142857143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4075877713,15039,1704,35,7.0,215,64,0,3,4,4,34,4,0,0,0,0,0,0,0,0,16031,1486,34,6.8,235,50,0,4,3,9,15,4,0,0,0,0,0,0,0,1,0,1.75,4.333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4162695570,17291,3191,35,7.0,218,40,0,9,4,9,18,7,0,0,0,0,0,0,0,0,14512,937,33,6.6,199,47,0,4,9,2,18,4,0,0,0,0,0,0,0,0,1,4.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4127511307,16619,2007,37,7.4,254,59,0,6,4,2,31,7,0,0,0,0,0,0,0,0,15330,1915,36,7.2,212,64,0,4,6,4,19,2,0,0,0,0,0,0,0,0,1,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4097315696,16656,4631,34,6.8,227,56,0,6,11,3,17,7,0,0,0,0,0,0,0,0,18411,1866,36,7.2,222,35,0,11,6,12,25,10,0,0,0,0,0,0,0,0,0,0.8181818181818182,3.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4114655381,18141,2391,36,7.2,241,66,0,8,1,7,13,4,0,0,0,0,0,0,0,1,12416,2469,28,5.6,169,33,0,1,8,0,19,1,0,0,0,0,0,0,0,0,1,15.0,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4160543142,15877,1882,33,6.6,202,26,0,7,11,5,17,3,0,0,0,0,0,0,0,0,18528,2458,34,6.8,233,64,0,11,7,12,19,2,0,0,0,0,0,0,0,0,1,1.0909090909090908,3.2857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4211307019,16847,3692,35,7.0,205,44,0,8,11,9,18,2,0,0,0,0,0,0,0,0,19615,2855,36,7.2,252,65,0,11,8,12,13,6,0,0,0,0,0,0,0,0,0,1.5454545454545454,2.875,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4233208100,16978,3043,34,6.8,195,35,0,10,7,11,18,3,0,0,0,0,0,0,0,0,16787,4727,33,6.6,192,32,0,7,10,12,14,5,0,0,0,0,0,0,0,0,1,3.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4199422446,19461,4511,36,7.2,198,44,0,13,4,16,14,6,0,0,0,0,0,0,0,0,14099,1849,31,6.2,174,37,0,4,13,3,17,5,0,0,0,0,0,0,0,0,1,7.25,0.5384615384615384,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4076996700,22244,4584,37,7.4,206,66,0,15,4,22,17,1,0,0,0,0,0,0,0,0,13354,2219,28,5.6,118,40,0,4,15,5,107,4,0,0,0,0,0,0,0,0,1,9.25,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4080053404,13461,3386,31,6.2,206,45,0,2,12,0,14,3,0,0,0,0,0,0,0,0,20248,2963,36,7.2,240,52,0,12,2,7,23,2,1,0,1,0,0,1,0,0,0,0.16666666666666666,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3767592910,18181,2958,35,7.0,241,50,0,8,9,10,22,11,0,0,0,0,0,0,0,0,17570,1720,34,6.8,218,35,0,9,8,8,23,6,0,0,0,0,0,0,0,0,1,2.0,2.125,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4096316088,17011,4556,37,7.4,248,53,0,5,3,5,45,3,0,0,0,0,0,0,0,0,15572,1897,35,7.0,228,81,0,3,5,2,15,16,0,0,0,0,0,0,0,0,1,3.3333333333333335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4136682690,16015,6510,35,7.0,234,47,0,4,6,4,18,2,0,0,0,0,0,0,0,0,17053,1446,35,7.0,233,48,0,6,4,8,18,3,0,0,0,0,0,0,0,0,0,1.3333333333333333,3.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4195441590,16810,3910,36,7.2,239,51,0,6,7,11,20,3,0,0,0,0,0,0,0,0,17436,1801,36,7.2,242,55,0,7,6,7,16,7,0,0,0,0,0,0,0,0,0,2.4285714285714284,2.3333333333333335,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4203894018,16143,2123,33,6.6,198,37,0,6,13,5,15,6,0,0,0,0,0,0,0,0,20591,3111,37,7.4,243,73,0,13,6,17,27,4,0,0,0,0,0,0,0,0,0,0.8461538461538461,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4197202297,15601,1196,35,7.0,196,55,0,5,7,8,15,4,0,0,0,0,0,0,0,0,17832,2107,37,7.4,239,65,0,7,5,10,107,5,0,0,0,0,0,0,0,0,0,1.8571428571428572,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4079088150,16613,3888,34,6.8,228,56,0,6,2,6,16,2,0,0,0,0,0,0,0,1,14181,4056,35,7.0,214,49,0,2,6,2,13,4,0,0,0,0,0,0,0,0,1,6.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4255507581,18372,6222,36,7.2,248,52,0,7,5,5,23,5,1,0,1,0,1,0,0,1,14890,3705,33,6.6,194,39,0,5,7,7,21,3,0,0,0,0,0,0,0,0,1,2.4,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4115211805,15772,4122,35,7.0,220,61,0,4,6,4,15,1,0,0,0,0,0,0,0,1,17054,3464,36,7.2,252,50,0,6,4,11,34,4,0,0,0,0,0,0,0,0,1,1.3333333333333333,4.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4070612021,15040,970,33,6.6,217,44,0,5,11,3,18,7,0,0,0,0,0,0,0,0,17677,3837,35,7.0,195,40,0,11,5,23,20,5,0,0,0,0,0,0,0,0,0,0.7272727272727273,6.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4212027603,16094,3644,35,7.0,233,43,0,5,4,7,15,3,0,0,0,0,0,0,0,0,15173,2753,35,7.0,235,50,0,4,5,2,13,2,0,0,0,0,0,0,0,0,0,3.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4210777112,15964,1824,32,6.4,221,48,0,5,11,5,20,7,0,0,0,0,0,0,0,0,17451,3226,35,7.0,188,47,0,11,5,10,20,4,0,0,0,0,0,0,0,0,0,0.9090909090909091,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4225199527,14717,2407,34,6.8,217,47,0,3,2,3,21,3,0,0,0,0,0,0,0,0,15079,3349,35,7.0,227,64,0,2,3,2,24,6,0,0,0,0,0,0,0,1,0,3.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
